HARMFUL_SK,HARMFUL_DESCRIPTIONS,HARMFUL_CODES
0a3620e866900e8222c8970a98a0f98e,UTILITY POLE;FENCE;WALL;EMBANKMENT EARTH,1;30;38;39;71
5ffd64c4e6c4af9809bcb7db3cb3fa9e,THROWN OR FALLING OBJECT;UTILITY POLE;CURB;MAIL BOX,16;30;33;40
a6036dc0e82cb80005114e27baa1a240,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;DITCH;Ran Off Road-Right,12;30;34;63
992e4c2c94307bd97a3f744436462cc0,GUARDRAIL FACE;CURB;Ran Off Road-Right,24;33;63
b628ac34aac7943a84f701d4d9d42320,UNKNOWN,1;5
5da546471f321e6281fcd54f0ee802f4,DITCH;MAIL BOX;Equip Failure;Ran Off Road-Right,34;40;61;63
127d3dc73da44b37e63084e264233bab,GUARDRAIL FACE;WALL,24;39;7
145a0c1e7de571854ccbef8c9f113a6b,Other Traffic Barrier,1;37
11897aa8871b43b3e9771f91490f857b,SHRUBBERY,41;6
7ef9ff46c8df1d50b222fbffa0d186a4,BOULDER;DITCH;TREE;EMBANKMENT ROCK/STONE/CONCRETE,1;17;34;42;72
0537a10b4a75adf9fca4fd683fedd861,OTHER FIXED OBJECTS;Ran Off Road-Right,2;43;63
3d08c9a669f5f8a9713a64e2fb0cb338,SHRUBBERY;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left;Cross Center Line;EMBANKMENT EARTH,41;55;64;68;71
bd16776ab3312c749dc93ec5d1ad85b7,PARKED MOTOR VEHICLE;BUILDING;FENCE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,14;19;38;55;63
5862eae6f977cc71abb90178f5cd21d0,PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left,14;55;64
8e259da2de402a08701a3a9137345cff,UTILITY POLE;SHRUBBERY;TREE,2;30;41;42
2c9a0aa557bb52d38580319552c23f7f,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;CURB;EMBANKMENT EARTH;EMBANKMENT ROCK/STONE/CONCRETE,12;31;33;71;72
313eb2d2dfb8edcd9df5fad8fc5386a5,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Set In Motion By Motor Vehicle;Ran Off Road-Right;Ran Off Road-Left,12;24;54;63;64
53d8db6b13459f64744b7feb7c88a92a,GUARDRAIL END;UTILITY POLE;CURB;MAIL BOX,25;30;33;40
dc8445ba850d71fc5d7a2fae1c3cacb9,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;Motor Vehicle-In-Motion Outside Trafficw,13;55
1db11795607d7e287871bf886a5e4507,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;TREE,1;12;14;42
a2afd12863aec9d2e2b25e58db0d1058,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Ran Off Road-Left,1;12;24;64
fb5f109a8731caf6f1d56eaa048e68a4,MOTOR VEHICLE IN TRANSPORT;WALL;PEDESTRIAN,12;39;8
9ca8f8d1a94c1bde13178d1432526eec,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;FENCE;EMBANKMENT EARTH,12;14;38;71
ee634f4389c25bc84381781fda8472e0,GUARDRAIL END;WALL,1;25;39
e23792eaf2601ec8698d4d2a0123503a,GUARDRAIL FACE;GUARDRAIL END;Ran Off Road-Left,1;24;25;64
e2159639412b4dfee30ddc27580a2a89,UTILITY POLE;TREE;Ran Off Road-Left,30;42;64
689ec24ca42557d12270c089718e39c1,PEDESTRIAN,1;8
94bfd2c48723aeafa8710be6ad843542,MOTOR VEHICLE IN TRANSPORT;LUMINAIRE/LIGHT SUPPORT;OTHER FIXED OBJECTS,12;29;43
512f08e043b1fb793d152fa29593372e,MOTOR VEHICLE IN TRANSPORT;MAIL BOX;Equip Failure,12;40;61
5eb6105379d816351708281edc63f30a,PARKED MOTOR VEHICLE;UTILITY POLE;MAIL BOX,14;30;40
a7d0af690fff199aad040595680fa7bb,UTILITY POLE;CONCRETE TRAFFIC BARRIER,1;30;36
440a653d18226ec77a9981c031a7bfd7,FENCE;TREE;Motor Vehicle-In-Motion Outside Trafficw,38;42;55
40e7c4ee567c01821284210ec69af3ed,MOTOR VEHICLE IN TRANSPORT;DITCH;Ran Off Road-Left,1;12;34;64
aa5f8de6e7f2d6ddd2f5638bf035dad6,DITCH;OTHER FIXED OBJECTS;Ran Off Road-Right,34;43;63
621e77a152af54923400ec86ff53270e,UTILITY POLE;SHRUBBERY;EMBANKMENT EARTH,30;41;71
fa0219644dffdae83294908d3304d86c,BUILDING;Ran Off Road-Left,19;64;7
ae61176cd80effbdc47caf0230b40db3,DITCH;Cargo Equip Loss/Shift;Ran Off Road-Left;EMBANKMENT ROCK/STONE/CONCRETE,34;4;60;64;72
66da36e94f053dedc8aeaa2c07e5fa7b,PARKED MOTOR VEHICLE;BUILDING;FENCE;WALL;Ran Off Road-Right,14;19;38;39;63
ef4b6ed1797e9121fc25f57648537ca9,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;PARKED MOTOR VEHICLE;MAIL BOX;EMBANKMENT EARTH,13;14;40;71
03f0c26e917cff5488322862a708670d,UTILITY POLE;Ran Off Road-Left,1;30;64
84bc343ae6f4509dc2b093d46561e782,TREE;DEER (ANIMAL);Ran Off Road-Right,42;50;63
8b189de828d82b758b39f0e130b66556,SHRUBBERY;Motor Vehicle-In-Motion Outside Trafficw;EMBANKMENT EARTH,41;55;71
04dee9b4bd030ec2ea2fc058d7ab3103,OTHER POST; POLE; SUPP.;CURB;OTHER FIXED OBJECTS;Ran Off Road-Right,31;33;43;63
8de3f0ddf7f76c4042c38c34c9831419,BOULDER;WALL,17;39
b4d0ebe3b1dd251eee79e3d0b9b228b2,MOTOR VEHICLE IN TRANSPORT;DITCH;OTHER FIXED OBJECTS;Ran Off Road-Right;Ran Off Road-Left,12;34;43;63;64
f249cb564e226ccaabea977a22ec18ef,BOULDER;OTHER POST; POLE; SUPP.;WALL,17;31;39
2e414d17c24befe647248f3425280f61,DITCH;Equip Failure,2;34;61
5df4c433a292b1ea063e5e0cb63b1bd4,MOTOR VEHICLE IN TRANSPORT;DITCH;FENCE;Ran Off Road-Right,1;12;34;38;6;63
2f6f0d9ac20b41a295a090e21891c6d7,MOTOR VEHICLE IN TRANSPORT;THROWN OR FALLING OBJECT;CONCRETE TRAFFIC BARRIER,12;16;36
b4bbc912a54be1e5d7baf3837d56874e,GUARDRAIL END;H-WAY TRAFFIC SIGNAL POST;Ran Off Road-Left,25;27;64
7b2164e0a13a05b3e9408a89d28b0ed4,OTHER OBJECT (NOT FIXED);Cargo Equip Loss/Shift;Ran Off Road-Left,1;18;60;64
d4e8a2de2a55c5df8f910e1adee6c2d3,MOTOR VEHICLE IN TRANSPORT;BUILDING;MAIL BOX,12;19;40
d528cc4e0cffda1d63ae67043f716d42,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);Ran Off Road-Right,12;14;18;63
aebeb295cabc20c91056a5247ed94d6d,MOTOR VEHICLE IN TRANSPORT;WALL;Ran Off Road-Right;Cross Center Line,12;2;39;63;68
f600a9f4ac13179ec15cde600b44cf66,BUILDING;MAIL BOX;Ran Off Road-Right,19;40;63
8dfc1f34bd433c5f7c37bcf503fc6169,CURB;DITCH,33;34;7
f1bfa3e8b261806aa568ec5ad21668a9,OTHER OBJECT (NOT FIXED);FENCE;SHRUBBERY;TREE,18;38;41;42
3cc604adb7be9f0a8c6062cb00b5845d,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;BUILDING;Motor Vehicle-In-Motion Outside Trafficw,12;14;19;55;7
1f815a1bb23129b5a79b7976353d264f,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);Motor Vehicle-In-Motion Outside Trafficw,14;18;55
6d5da6f9f15529523227f501f578df62,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;CULVERT;DITCH,12;31;32;34
0f6e8b64631ad4e5e6259eb5764d0984,MOTOR VEHICLE IN TRANSPORT;BOULDER;H-WAY TRAFFIC SIGNAL POST;CONCRETE TRAFFIC BARRIER,12;17;27;36
843965e32bd613a359a5414628b0613f,EMBANKMENT EARTH;UNKNOWN MOST HARMFUL EVENT,1;71;99
e517ac76db19617abb63357fe254a672,THROWN OR FALLING OBJECT;Cargo Equip Loss/Shift,16;60
7059d789cd6142b270ef33987abaeed5,MOTOR VEHICLE IN TRANSPORT;WALL;Ran Off Road-Left,12;39;64
afd6ea8a50c1fc5cd639fce44f9fe471,DEER (ANIMAL),1;50
5caae1d383b8baca2df89af0397b5220,SHRUBBERY;Ran Off Road-Right;UNKNOWN MOST HARMFUL EVENT,41;63;99
e84b91ae2457dc05f6fac2fd7e8ac7b7,OTHER OBJECT (NOT FIXED);DITCH,1;18;34
af352c18907d456ff07467687d930bb8,OTHER POST; POLE; SUPP.;EMBANKMENT ROCK/STONE/CONCRETE,1;31;72
f5867b28ae4dd241c0d2092202e57509,WALL;MAIL BOX;SHRUBBERY,39;40;41
ca4e4c1e176f080b1ebc0a4821463bf6,GUARDRAIL FACE;UTILITY POLE;Ran Off Road-Right,24;30;63;7
d62bd555ca67b011a7cacf71601acc99,UTILITY POLE;WALL;Ran Off Road-Right,30;39;63
fe05faafde80a4fd9376768e4b376b09,Other Traffic Barrier;UNKNOWN MOST HARMFUL EVENT,37;99
c57d00e1643baa328163e8f1cebc77a1,PARKED MOTOR VEHICLE;OTHER POST; POLE; SUPP.;EMBANKMENT EARTH,14;31;71
07acefd7b5dd51fc212e4586d45b29a0,CONCRETE TRAFFIC BARRIER;WALL,36;39
789ccf9864bfbd79cc4a37347b75ef34,MOTOR VEHICLE IN TRANSPORT;CURB;MAIL BOX,12;33;40
2392896502cfb3c2eba0881464658522,MOTOR VEHICLE IN TRANSPORT;DITCH;TREE;Ran Off Road-Right,12;34;42;63
00a896051f794a6897f485e43a0802c7,BOULDER;UTILITY POLE,1;17;30
d6489ee9c872110f91f3fe8f1a948a4f,OTHER POST; POLE; SUPP.;WALL;Ran Off Road-Right,31;39;63
1c5e391856d764d3df758d6733fe3c04,GUARDRAIL FACE,2;24
c83592c2e72bf8f72363ffab13297dd2,IMPACT ATTENUATOR;CONCRETE TRAFFIC BARRIER;Equip Failure,20;36;61
f228604ca46062c4fb41cf49c80c66eb,PARKED MOTOR VEHICLE,14;6
feb2e013e573b8f4dc83fe7c9671f6ef,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Right;Cross Center Line,1;12;6;63;68
6b13769479e83ac13b64d5b5a0538a32,MOTOR VEHICLE IN TRANSPORT;Set In Motion By Motor Vehicle;Separation Of Units,12;54;62
bb0ac77c5e08f5008bc0241d6ff78e3b,DITCH;TREE;Ran Off Road-Left;Cross Center Line,34;42;64;68
f1d4e330d85c2065ebd999deeee584c8,DITCH;SHRUBBERY;FIRE HYDRANT;Ran Off Road-Left,34;41;47;64
ffb1c02b432c3670f11ae41024294bfa,H-WAY TRAFFIC SIGNAL POST;TREE,27;42
d8ec90df6e121e591eed2c788caf15f2,PARKED MOTOR VEHICLE;Other Traffic Barrier;Ran Off Road-Right,14;37;63
849def85edcf6926fbc2fcdfa9d4f9ca,MAIL BOX;TREE;OTHER FIXED OBJECTS;Ran Off Road-Left,1;40;42;43;64
41b2a4370072059fc7ce999be460f121,UTILITY POLE;SHRUBBERY;Ran Off Road-Right,30;41;63
515fcfc1aa1bbee4f278c695f7ae5f33,BOULDER;SHRUBBERY;TREE,17;41;42
d8e824ad8e35c608e56e67b067c1f371,BUILDING;UTILITY POLE;MAIL BOX;UNKNOWN MOST HARMFUL EVENT,19;30;40;99
51ff8cd6059af1d20ef988decde98865,GUARDRAIL END;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,25;63;72
a8edd4bd69ea9d27d13deabc37edc569,OTHER FIXED OBJECTS,43;7
13dbe085889d7a0720089da1ac5bc648,THROWN OR FALLING OBJECT,16;5
12b02b48c7b529331ca60d160cdad600,CURB;FIRE HYDRANT,1;33;47
0828e027e7b0875f931549988aced907,PARKED MOTOR VEHICLE;OTHER FIXED OBJECTS;Ran Off Road-Right,14;43;63
17be1663273729cbcb3d11159e6f4de9,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER POST; POLE; SUPP.;Set In Motion By Motor Vehicle,12;14;31;54
fe4c4f4dee4974870fa6aa4949d01f3b,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);FENCE;MAIL BOX,12;14;18;38;40
28c0421b12f02b949ef1817fb5046e09,WALL,2;39
7a50125ace66eb920bcab512d04fb3e7,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;MAIL BOX;UNKNOWN MOST HARMFUL EVENT,12;14;40;99
3a6c25541c2d1aa6689f09667a2e09f2,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;OTHER POST; POLE; SUPP.,12;27;31;7
936d43ca39de6a3d33b4e084e75d2c35,Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right;Vehicle Airborne,55;63;67;7
2645de8bec6f75ddf63d9d36bc5eaca7,GUARDRAIL FACE;UNKNOWN MOST HARMFUL EVENT,1;24;99
a2df7e12a0cece31bad1ff27c4010946,EMBANKMENT ROCK/STONE/CONCRETE,4;72
a408cb2b39f6cbc13929366cd1d65484,UTILITY POLE;CURB;DITCH,30;33;34
ff2189fee280e180fd558e488354b050,LUMINAIRE/LIGHT SUPPORT;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,29;4;63;7;72
312008d57516b0ae500d7b538c189ef7,UTILITY POLE;CULVERT;DITCH;MAIL BOX,1;30;32;34;40
8d34ad08ddd2eaceb094fe712cb948e2,TREE;UNKNOWN MOST HARMFUL EVENT,42;99
1a90530a6d7b3479f7240421314a7fd0,SHRUBBERY;TREE;Ran Off Road-Left;Cross Center Line;EMBANKMENT EARTH,41;42;64;68;71
810118bbb0df95244aa15214098d8033,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,12;14;2
ba129a6032e8e805eca3f45d30b1e9d5,BUILDING;SHRUBBERY;EMBANKMENT EARTH,19;41;71
4cb03f1d1689f16294905e58078dc9bf,MAIL BOX;SHRUBBERY;Ran Off Road-Right;EMBANKMENT EARTH,40;41;63;71
834292e2f83d725c02729a55074f3c46,CULVERT;Ran Off Road-Right;EMBANKMENT EARTH,1;32;63;71
cb54741e4ee48c4a775c8314dac64c19,GUARDRAIL FACE;UTILITY POLE;WALL;Ran Off Road-Right;Ran Off Road-Left,1;24;30;39;63;64
65b5003dd7583028cf69aafaab1897c3,Set In Motion By Motor Vehicle,1;54
30d385d7843cbc9832d68d6f071fd028,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;FENCE;Ran Off Road-Left,12;24;38;64
ac0c221dfccb661eed512c662fdae078,MOTOR VEHICLE IN TRANSPORT;Cross Center Line,12;68;7
c41143cb039f74d256079f2ca5965af9,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);OTHER POST; POLE; SUPP.;CONCRETE TRAFFIC BARRIER;Ran Off Road-Left,12;18;31;36;64
e3761a20f1bb2374ae15a829cde102ee,MOTOR VEHICLE IN TRANSPORT;BRIDGE PARPET END;GUARDRAIL FACE;Ran Off Road-Left,12;22;24;64
58b93935a34214bbb7dabcf512f80252,MOTOR VEHICLE IN TRANSPORT;EMBANKMENT ROCK/STONE/CONCRETE,12;7;72
099e3333a84d698096603768cf6f3bf8,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,12;25;55;63
a2df9e7ad4745660324a828f34b1353c,CONCRETE TRAFFIC BARRIER;UNKNOWN MOST HARMFUL EVENT,36;7;99
86a7a877d0760fa494fbc381a89baa06,MAIL BOX;FIRE HYDRANT,40;47;7
f283b3c030165f1b0a5ac7151162d29a,OTHER POST; POLE; SUPP.;Ran Off Road-Right;Ran Off Road-Left,31;63;64
85cc81c18087fdf6ac7c77d37768b30d,OTHER OBJECT (NOT FIXED);EMBANKMENT ROCK/STONE/CONCRETE,18;72
a834857e4130e3162cf41c74c2dcc167,H-WAY TRAFFIC SIGNAL POST;Ran Off Road-Left;EMBANKMENT EARTH,1;27;64;71
e240eac0722e8be38e66f5d8abf02836,MOTOR VEHICLE IN TRANSPORT;DITCH;MAIL BOX;Ran Off Road-Left;Cross Center Line,12;34;40;64;68
2ef7219d23b0a3efe1c14dc3ab4bd802,BOULDER;UTILITY POLE;CURB,17;30;33
ad69a86275ebdc681a2b80e185f67165,PARKED MOTOR VEHICLE;THROWN OR FALLING OBJECT;Equip Failure,14;16;61
5c1dc92b2a9a98e8a23ae1a5fb764025,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;TREE;Cross Median,12;14;42;65
988ec7f85326f9ae1dc13226000e801a,MOTOR VEHICLE IN TRANSPORT;DITCH;WALL,12;34;39;5
7c555dd9b5c31e8c6689bfda3ed7a7f7,PARKED MOTOR VEHICLE,14;2
8ba83bb46a7f5be649aaa0370d0d7261,PARKED MOTOR VEHICLE;MAIL BOX;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw,14;40;54;55
36c9240cf7299654de9610d44381a82b,OTHER OBJECT (NOT FIXED);UTILITY POLE;MAIL BOX,18;30;40
18002f4d0f509e19a77129b869d4383d,MOTOR VEHICLE IN TRANSPORT;WALL;MAIL BOX,12;39;40
283997cc687bf52b6da39ee140dd4dfc,FIRE HYDRANT;Ran Off Road-Right,1;47;63
f04e19f365d121f4e666506ce0773fc1,GUARDRAIL END;SHRUBBERY;Ran Off Road-Right;EMBANKMENT EARTH,25;41;63;71
56659fc612379b1bbcc1733741616675,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;MAIL BOX;OTHER FIXED OBJECTS,12;30;40;43
6a162a695b047d18514ce5a9eaf1e0de,OTHER OBJECT (NOT FIXED);MAIL BOX,1;18;40
8a716f776be8aa7c3bfeea50d6eb2399,LUMINAIRE/LIGHT SUPPORT;WALL,29;39
7dfdb75c1dcb07718b795569b3f4b52b,H-WAY TRAFFIC SIGNAL POST;CURB;FIRE HYDRANT,27;33;47
0cc4631bd188d20682f15f7dbdc3ee7d,TRAFFIC SIGNAL SUPPORT;FIRE HYDRANT;Ran Off Road-Right,46;47;63
79c113f35715163b6889b4163bc769fd,DITCH;TREE;Ran Off Road-Left;EMBANKMENT EARTH,1;34;42;64;71
ad3bdb12baae9b65af2bd4d1566fadbe,PARKED MOTOR VEHICLE;LUMINAIRE/LIGHT SUPPORT;FENCE,14;29;38
13762c0ad20ffbf6342339af8b165f8f,LUMINAIRE/LIGHT SUPPORT;CURB;FENCE,29;33;38
ba5102089e3236616b09a9b6c2b69acb,GUARDRAIL END;DEER (ANIMAL);EMBANKMENT EARTH,25;50;71
bcf28953da9a7cfbb72669c36f36fd74,OTHER POST; POLE; SUPP.;CURB;FENCE,31;33;38
4b491abcc93c6132b3a18dd363cb5e4b,GUARDRAIL FACE;CURB;Ran Off Road-Left,24;33;64
325c14bf301cefadd703488635b86837,OTHER POST; POLE; SUPP.;FENCE;Motor Vehicle-In-Motion Outside Trafficw,31;38;55
8fe7ce321d157d9cd59844081e7f22ef,CURB;SHRUBBERY;Ran Off Road-Right;Ran Off Road-Left,33;41;63;64
985638fb28129255908ff56b31da66c2,SHRUBBERY;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,41;54;55;63
9b0ccbd2e036edef6b605d8e8d779efb,BRIDGE PIER/ABUTMENT;GUARDRAIL FACE;Ran Off Road-Right;Ran Off Road-Left,21;24;63;64
ba2aab62a0eaec21698d2f885b7ce845,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;Ran Off Road-Right,13;63
fbbb46bda127e3f5fb67d6fdc28becc3,CULVERT;UNKNOWN MOST HARMFUL EVENT,32;99
470754bf85e5617d2ca07edb0dc39624,PARKED MOTOR VEHICLE;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left,14;40;55;64
9be56b3d2ee676dff75405d5cbce77ac,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,12;14;54;55;63
de589423d6fb3f82bb33d6cce323cc0b,RAILWAY TRAIN;UNKNOWN MOST HARMFUL EVENT,10;99
ab85d4e4a1849f4ff1f0462af0b93a6e,DITCH;EMBANKMENT MATERIAL UNKNOWN,34;73
a8b56ad136c389bc68f2ce2ed11bfe1b,CONCRETE TRAFFIC BARRIER;Ran Off Road-Right;EMBANKMENT EARTH,36;63;71
8c57984b76862e39240b1e50e8622aa3,OTHER OBJECT (NOT FIXED);FENCE,1;18;38
4ecce51435094a12c95f89607c32742f,GUARDRAIL FACE;GUARDRAIL END;FENCE;MAIL BOX;SHRUBBERY,24;25;38;40;41
92486bd4d0e4969ccb82df981620bb17,UTILITY POLE;CURB;SHRUBBERY,30;33;41
7b824c0d2979d13cf43303156b881af2,MOTOR VEHICLE IN TRANSPORT;Cross Center Line,12;3;68
7287fad01873d2d052a6717c9969579a,CONCRETE TRAFFIC BARRIER;TREE,36;42
088aff1f35fb40950aadebdf423dca9d,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;BUILDING;Ran Off Road-Right,12;14;19;63
e7bfeae1326ddf75b3546264ad5cdedc,PARKED MOTOR VEHICLE;H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;FENCE,14;27;30;38
53aa06ede4ac3453de7756ff453433f9,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;GUARDRAIL FACE;MAIL BOX,12;14;24;40
c74b8db94a7e1e3bb28581448f2800c7,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;WALL,13;39
2906f024e9a65f1017b58ac31a894455,DITCH;TREE;DEER (ANIMAL);Ran Off Road-Right,34;42;50;63
f689b379c96221ccf7bd928b7c7f68a2,UTILITY POLE;WALL;MAIL BOX,30;39;40
10a86e9cea360d72ca6930bfa61e23de,EMBANKMENT EARTH,1;6;71
675143190826f819047e8d5b3129f229,TREE;EMBANKMENT EARTH,1;42;71
81e4c7ca4998bf4c9587ed8ab8213358,OTHER OBJECT (NOT FIXED);CONCRETE TRAFFIC BARRIER,18;36;4
2a425f2601fe6f28d1473d627291701e,MOTOR VEHICLE IN TRANSPORT;BUILDING,1;12;19
f9f985e0b6d24ab4b02f95c63a91bba4,CULVERT;TREE;Ran Off Road-Left,1;32;42;64
f5029d0470719611f52cacc26f8ca1ea,DITCH;FENCE,1;34;38;7
f82b0bbb0b7db36aab6126018fa2d226,TREE;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,1;42;63;72
6b8f00f1f027e370e8208d87dee6ff7b,MOTOR VEHICLE IN TRANSPORT;SHRUBBERY,1;12;41
ec1f0f2e4b59a1e21bbd7575db221345,MOTOR VEHICLE IN TRANSPORT;SHRUBBERY;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left,12;41;55;64
0a41b9adc26105d69742c72b6b489cdf,OTHER OBJECT (NOT FIXED);GUARDRAIL END;UTILITY POLE,18;25;30
6c93d7084de56baf67618ac840d5d2eb,H-WAY TRAFFIC SIGNAL POST;FENCE,27;38
cca46e7faf900953d144d856592ecca4,GUARDRAIL FACE;LUMINAIRE/LIGHT SUPPORT;WALL;Ran Off Road-Right,24;29;39;63
377f3a8d2b06b277961e0cd3f3371ee8,MOTOR VEHICLE IN TRANSPORT;FENCE;UNKNOWN MOST HARMFUL EVENT,12;38;99
a824df6aefa44a129a1c0ac8c4352b14,BOULDER;CURB;WALL;Ran Off Road-Right,1;17;33;39;5;63
26643b7dbc04c470227e434773a51df5,LUMINAIRE/LIGHT SUPPORT;TREE,29;42
b92ea2c79d841030dd5a765b067c1396,OTHER FIXED OBJECTS;Ran Off Road-Right,43;63;7
1b27a9e0506dd7b510f90c5491cb08c9,FENCE;WALL;Ran Off Road-Right,38;39;63
6b78e73c54be1ef9ae55be7f87b22d37,LUMINAIRE/LIGHT SUPPORT;UNKNOWN MOST HARMFUL EVENT,29;99
08f3baa2b8c49b07c8d297a8995cf2f8,BUILDING;UTILITY POLE;Ran Off Road-Left,19;30;64
7dadeebaf3025ea363e72bd2035abbda,MOTOR VEHICLE IN TRANSPORT;CULVERT;CURB;DITCH;MAIL BOX,12;32;33;34;40
72fb0d31d4c5086d35ea834686f8ea24,UTILITY POLE;CURB;Ran Off Road-Right,2;30;33;63
19cb4a8b4716db1d9f9f7a25c454e4e0,MOTOR VEHICLE IN TRANSPORT;FIRE HYDRANT;Ran Off Road-Left,12;47;64
9c303ae8f308f8ef95c873506b58e694,CURB;FENCE;SHRUBBERY;Ran Off Road-Left,33;38;41;64
4aac25dece66691ef8b224de94dc9e8d,UTILITY POLE;CULVERT;Ran Off Road-Right,1;30;32;63
ff07cfb99e63f120b74da18cfdab8ab4,OTHER POST; POLE; SUPP.;Ran Off Road-Right,1;31;63
b723e00dc40f66f3d3c047fd229a7315,Equip Failure,1;61
d3993ef175f96d086c69545a1641e9d0,PARKED MOTOR VEHICLE;OTHER POST; POLE; SUPP.;CURB;MAIL BOX;SHRUBBERY;TREE,14;31;33;40;41;42
899ca6deceb0d151320b8fc8a0ad88e6,MOTOR VEHICLE IN TRANSPORT;WALL,12;2;39
ece5c14a8261a28ea29a2d9978c6f6cf,UTILITY POLE;CURB;SHRUBBERY,1;2;30;33;41
072b91e49f0b163ddf5a8081a87ac2f5,Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw,54;55
bf93ea3aa7c56e233506c2c054f326f3,MOTOR VEHICLE IN TRANSPORT;DITCH;TREE,12;34;42
3e8d3497e1f02bd0f2538fb1ccc458cb,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);DITCH,12;18;34
06c28709b001dba394501b8a67a9a4bc,GUARDRAIL FACE;CURB;EMBANKMENT EARTH,24;33;7;71
891d2400b313bcd2ce79c7d98a080248,GUARDRAIL FACE;GUARDRAIL END;Ran Off Road-Left,24;25;64
21aa7d82d3765fd911e8d83a8ee6685d,FIRE HYDRANT;Motor Vehicle-In-Motion Outside Trafficw,47;55
3fb5f7f0fda00e30ab693b427a780c57,H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;CURB;Ran Off Road-Right,27;30;33;63
b3c6ff26fe0bf3de4f8c8d29e207fa52,MOTOR VEHICLE IN TRANSPORT;SHRUBBERY;EMBANKMENT EARTH,12;41;71
5d122fefb5e23b9cf4708a687a3ad4b9,OTHER OBJECT (NOT FIXED);FENCE;Ran Off Road-Right;Ran Off Road-Left,18;38;63;64
ad3e47be40d495efa67e3dd93a67a01e,MAIL BOX;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw,40;54;55
30c2e777eec9680f80cd1a27bb9883a1,MOTOR VEHICLE IN TRANSPORT;OTHER FIXED OBJECTS;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left,12;43;55;64
a275ec1dd0c5c6fbd9e66d91e99a4ffa,OTHER OBJECT (NOT FIXED);BUILDING;H-WAY TRAFFIC SIGNAL POST,18;19;27
b99d847c65879674f5dac6ee1450c25f,PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw;Occupant Struck By Own Vehicle,14;55;74
